code	description	price	
200514	Negro satinado x 20 l.	$ 234.735,10	
200513	Negro satinado x 4 l.	$ 52.512,01	
200292	Negro x 1 l.	$ 14.276,83	
200291	Negro x 1/2 l.	$ 9.220,46	
200290	Negro x 1/4 l.	$ 6.261,00	
200294	Negro x 20 l.	$ 237.575,59	
200293	Negro x 4 l.	$ 51.827,92	
17204	NIVEL ALUMINIO DOBLE T 30 cm	$ 6.163,47	
17205	NIVEL ALUMINIO DOBLE T 40 cm	$ 7.256,68	
17206	NIVEL ALUMINIO DOBLE T 50 cm	$ 8.406,16	
4235	OJAL ARGOLLA DOBLE PARA CORTINA x 100	$ 28.252,00	
4233	OJALES N° 31 para maq. C/leng. La gruesa	$ 18.195,43	
4251	OJALES Nº 31 de plást.la gruesa	$ 14.748,05	
4232	OJALES Nº 31 para maq. la gruesa	$ 16.758,95	
4231	OJALES Nº 31 pre-remach.la gruesa	$ 17.280,46	
200551	ORO esmalte sint.brillante x 1 l.	$ 39.395,17	
200550	ORO esmalte sint.brillante x 1/4 l.	$ 15.526,07	
200552	ORO esmalte sint.brillante x 4 l.	$ 150.025,82	
150004	"PALA "" PB"" PALEAR C/CORTO"	$ 21.955,94	
150001	"PALA ""ANSA"" PUNTEAR Y PALEAR C/CORTO"	$ 9.034,41	
150003	"PALA ""ANSA"" PUNTEAR Y PALEAR C/LARGO"	$ 11.040,65	
800624	"PALA FORJADA ""GHERARDI"" pocera/pale"	$ 5.869,54	
700055	"PALA PLASTICA DE MANO ""Haragan"" se"	$ 1.661,46	
700054	PALA PLASTICA DE MANO colores varios	$ 1.661,46	
700125	PALMETA MATAMOSCA PLASTICO colores	$ 218,88	
600002	PANTALLA 1500 cal. x 10 kg	$ 21.099,44	
700079	PAÑO MULTIUSO PRE-CORTADO p/rollo	$ 8.895,60	
700078	PAÑO MULTIUSO tipo Balerina x 1 unidad	$ 713,50	
700112	"PAÑO P/PISO tipo Ballerina c/u "" Make"	$ 853,55	
2103	PARAFINA PLANCHA GRANDE x Kg.	$ 16.769,87	
2101	PARAFINA PLANCHA x  300 gr.	$ 6.110,89	
2102	PARAFINA PLANCHA x 1 Kg.	$ 19.430,63	
700093	PASACERA base madera pol.	$ 2.021,46	
700092	PASACERA PLÁST. a rosca	$ 2.021,46	
17251	PASADOR c/PORTACAND. 100 mm (10x70) Braco	$ 3.652,20	
17252	PASADOR c/PORTACAND. 120 mm (12x80) Braco	$ 3.984,04	
17253	PASADOR c/PORTACAND. 140 mm (13x90) Braco	$ 4.630,37	
17254	PASADOR c/PORTACAND. 190 mm (14x125) Braco	$ 5.064,47	
400310	"PASADOR C/TRABA N°00 "" BRACO"" 80 mm"	$ 3.621,06	
400311	"PASADOR C/TRABA N°01 "" BRACO"" 60 mm"	$ 2.618,66	
400312	"PASADOR C/TRABA N°02 "" BRACO"" 45 mm"	$ 2.025,47	
400313	"PASADOR C/TRABA N°03 "" BRACO"" 35 mm"	$ 1.790,82	
17261	PASADOR CERROJO tipo mariposa 35 mm z/b/n Braco	$ 1.070,00	
17262	PASADOR CERROJO tipo mariposa 40 mm z/b/n Braco	$ 1.510,08	
17263	PASADOR CERROJO tipo mariposa 50 mm z/b/n Braco	$ 1.560,15	
17264	PASADOR CERROJO tipo mariposa 60 mm z/b/n Braco	$ 2.033,60	
170006	"PASADOR MARIPOSA DORADO 5"""	$ 4.493,23	
1021001	"PASADOR MAUSER   80 mm "" BRACO"""	$ 3.029,03	
1021002	"PASADOR MAUSER 100 mm "" BRACO"""	$ 3.534,52	
1021003	"PASADOR MAUSER 120 mm "" BRACO"""	$ 4.335,17	
17281	PASADOR MAUSER CHAROL./CROM. 150 mm	$ 5.465,31	
14555	PASADOR SOLIDO DORADO BRONCE	$ 6.690,03	
500243	"PASTA PULIR FINA x 200 gr  ""JARAMA"""	$ 3.863,58	
500232	PASTA PULIR FINA/GRUESA x 150 gr.	$ 1.313,25	
500239	"PASTA PULIR GRUESA x 200 gr ""JARAMA"""	$ 3.863,58	
700303	PASTILLAS DE CLORO MULTIFUNCION 200gr x 1 kg	$ 13.518,75	
700302	PASTILLAS DE CLORO MULTIFUNCION 50gr x 1 kg	$ 14.420,00	
2151	PASTINA PAQ. x 800 gr.	$ 1.158,75	
2152	PASTINA x kg.	$ 1.158,75	
2301	PEGAMENTO C/ AISLANTE P/PLACAS x 100	$ 1.586,84	
2251	PEGAMENTO P/ CERAMICOS PAQ. x 1 Kg.	$ 497,07	
2252	PEGAMENTO P/ CERAMICOS PAQ. x 2 Kg.	$ 994,12	
2253	PEGAMENTO P/CERAM. imper. x 30 kg	$ 9.947,31	
2357	PEGAMENTO PVC env.plast.x 100 cc	$ 3.403,21	
2352	PEGAMENTO PVC env.plast.x 250 cc.	$ 8.079,32	
2355	PEGAMENTO PVC env.plast.x 30 cc	$ 1.472,95	
2356	PEGAMENTO PVC env.plast.x 60 cc	$ 2.191,33	
15008	PEINE P/MAQ. SALPICRETE c/u	$ 321,88	
400118	PERCHITAS ANCLA	$ 704,14	
400101	PERCHITAS ASTROS 8003 pack x 24 unidades	$ 7.681,88	
400123	PERCHITAS CLUBES 1	$ 704,14	
400108	PERCHITAS COMFORT-1 7021	$ 1.271,67	
400109	PERCHITAS COMFORT-2 7022	$ 2.597,18	
400110	PERCHITAS COMFORT-3 7023	$ 3.647,59	
400106	PERCHITAS CUELGA TAZAS 2002 pack x 6 unidades	$ 1.308,20	
400125	PERCHITAS DORADAS DOBLES	$ 3.181,45	
400124	PERCHITAS DORADAS SIMPLE	$ 1.884,94	
400105	PERCHITAS KANDY 8007 pack x 16 unidades	$ 7.066,25	
400100	PERCHITAS NACKAR 8001 pack x 24 unidades	$ 8.449,48	
400103	PERCHITAS PANDA 8002 pack x 24 unidades	$ 6.329,41	
400102	PERCHITAS PANDA 8002 pack x 4 unidades	$ 1.198,55	
400107	PERCHITAS ROBUSTA 2001 pack x 15 unidades	$ 7.579,92	
400104	PERCHITAS USI 8004 pack x 6 unidades	$ 1.096,59	
110500	PICAPORTE MINISTERIO ALUMINIO	$ 4.442,09	
110501	PICAPORTE MINISTERIO BRONCE	$ 8.899,92	
17301	"PICO FORJADO CON MANGO P/PALA 3"""	$ 41.122,82	
17302	"PICO FORJADO SIN MANGO P/PALA 3"""	$ 26.987,88	
17351	PIEDRA AFILAR COMB.OX/AL	$ 4.062,52	
8159	PINCEL  FILETEAR Nº  0 ( N° IC04 00	$ 808,74	
8160	PINCEL  FILETEAR Nº  2 ( N° IC04-00	$ 885,98	
8161	PINCEL  FILETEAR Nº  4 ( N° IC04-00	$ 969,88	
8162	PINCEL  FILETEAR Nº  6 ( N° IC04-00	$ 1.164,30	
8163	PINCEL  FILETEAR Nº  8 ( N° IC04-00	$ 1.428,81	
8164	PINCEL  FILETEAR Nº 10 ( N° IC04-00	$ 1.910,03	
8165	PINCEL  FILETEAR Nº 12 ( N° IC04-00	$ 2.462,67	
8166	PINCEL  FILETEAR Nº 14 ( N° IC04 00	$ 2.597,71	
8167	PINCEL  FILETEAR Nº 16 ( N° IC04 00	$ 2.723,15	
8050	PINCEL MECANICO N° 1	$ 1.547,09	
8051	PINCEL MECANICO N° 2	$ 1.666,34	
8052	PINCEL MECANICO N° 3	$ 1.785,56	
17407	"PINCEL PROFESIONAL CB/CN   1/2"""	$ 1.251,46	
17408	"PINCEL PROFESIONAL CB/CN   3/4"""	$ 1.486,11	
17401	"PINCEL PROFESIONAL CB/CN  1 "" *"	$ 1.533,66	
17402	"PINCEL PROFESIONAL CB/CN  1 1/2"" *"	$ 2.215,28	
17403	"PINCEL PROFESIONAL CB/CN  2 "" *"	$ 2.746,31	
17404	"PINCEL PROFESIONAL CB/CN  2 1/2"""	$ 3.707,33	
17419	"PINCEL PROFESIONAL CB/CN  3 1/2"""	$ 5.504,51	
17405	"PINCEL PROFESIONAL CB/CN  3"""	$ 4.688,13	
17406	"PINCEL PROFESIONAL CB/CN  4"""	$ 6.087,05	
17439	"PINCEL TODO USO C.NEGRA     3 1/2"""	$ 3.821,00	
17438	"PINCEL TODO USO C.NEGRA     4 """	$ 4.245,54	
17440	"PINCEL TODO USO C.NEGRA     5 """	$ 4.898,11	
8057	PINCELETA Nº 40 económica	$ 6.037,68	
8058	PINCELETA Nº 50 económica	$ 7.278,70	
300443	PINTURA AL AGUA AMARILLO x 4 kg. concentrado	$ 8.861,07	
300449	PINTURA AL AGUA ATERMICA x 4 kg. especial	$ 6.933,71	
300444	PINTURA AL AGUA AZUL COBALTO x 4 kg concentrado	$ 8.861,07	
300441	PINTURA AL AGUA AZUL x 4 kg. fuerte - americano	$ 6.242,77	
300430	PINTURA AL AGUA BLANCA x 4 kg. suave	$ 4.351,75	
300437	PINTURA AL AGUA CELESTE x 4 kg. fuerte - americano	$ 6.242,77	
300446	PINTURA AL AGUA CORAL x 4 kg. concentrado	$ 8.861,07	
300435	PINTURA AL AGUA CREMA x 4 kg. suave	$ 4.351,75	
300436	PINTURA AL AGUA DURAZNO x 4 kg. fuerte - americano	$ 6.242,77	
300433	PINTURA AL AGUA GRIS CLARO x 4 kg. suave	$ 4.351,75	
300439	PINTURA AL AGUA GRIS OSCURO x 4 kg. fuerte - ameri	$ 6.242,77	
300442	PINTURA AL AGUA LILA x 4 kg. concentrado	$ 8.861,07	
300431	PINTURA AL AGUA MARFIL x 4 kg. suave	$ 4.351,75	
300448	PINTURA AL AGUA P/PISCINAS x 4 kg. especial	$ 7.685,26	
300432	PINTURA AL AGUA ROSA x 4 kg. suave	$ 4.351,75	
300440	PINTURA AL AGUA TABACO x 4 kg. fuerte - americano	$ 6.242,77	
300445	PINTURA AL AGUA VERDE CACTUS x 4 kg concentrado	$ 8.861,07	
300438	PINTURA AL AGUA VERDE MAR x 4 kg. fuerte - america	$ 6.242,77	
300434	PINTURA AL AGUA VERDE x 4 kg. suave	$ 4.351,75	
2402	PINTURA ASFALTICA x  1 Lt	$ 1.481,18	
700239	PINTURA P/DEMARCACION VIAL x 4 l. (amarilla-blanca	$ 67.378,57	
700221	PINTURA P/PISOS DEPORTIVOS x 20 l.(rojo,verde,azul	$ 235.118,70	
700220	PINTURA P/PISOS DEPORTIVOS x 4 l. (rojo,verde,azul	$ 53.701,79	
17501	"PINZA DE FUERZA 10"" (p.perro)"	$ 14.304,86	
170083	"PINZA DE PRESION 10 "" (perro) BV"	$ 14.304,86	
17505	"PINZA PICO LORO  10"""	$ 16.863,64	
17506	"PINZA UNIVER.AISL/CROM. 6"""	$ 12.309,32	
17507	"PINZA UNIVER.AISL/CROM. 7"""	$ 14.118,03	
17508	"PINZA UNIVER.AISL/CROM. 8"""	$ 15.945,78	
4512	PIOLIN ALB. Nº  12 aprox. 1118 mts.	$ 23.028,91	
4513	PIOLIN ALB. Nº  15 aprox.  820 mts.	$ 23.028,91	
4514	PIOLIN ALB. Nº  18 aprox.  734 mts.	$ 23.028,91	
4515	PIOLIN ALB. Nº  21 aprox.  626 mts.	$ 23.028,91	
4516	PIOLIN ALB. Nº  24 aprox.  540 mts.	$ 23.028,91	
4517	PIOLIN ALB. Nº  27 aprox.  450 mts.	$ 23.028,91	
4518	PIOLIN ALB. Nº  30 aprox.  410 mts.	$ 23.028,91	
4519	PIOLIN ALB. Nº  36 aprox.  368 mts.	$ 23.028,91	
4520	PIOLIN ALB. Nº  38 aprox.  340 mts.	$ 23.028,91	
4521	PIOLIN ALB. Nº  42 aprox. 300 mts.	$ 23.028,91	
4522	PIOLIN ALB. Nº  48 aprox. 276 mts.	$ 23.028,91	
4523	PIOLIN ALB. Nº  60 aprox. 225 mts.	$ 23.028,91	
4524	PIOLIN ALB. Nº  72 aprox. 220 mts.	$ 23.028,91	
4525	PIOLIN ALB. Nº  84 aprox. 168 mts.	$ 23.028,91	
4526	PIOLIN ALB. Nº 120 aprox. 112 mts.	$ 26.318,76	
4527	PIOLIN ALB. Nº 144 aprox.  90 mts.	$ 26.318,76	
300401	Piscinas base acuosa x 1 l. azul -blanca	$ 20.002,45	
300402	Piscinas base acuosa x 10 l. azul -blanca	$ 153.401,70	
300403	Piscinas base acuosa x 20 l. azul -blanca	$ 296.095,77	
300400	Piscinas base acuosa x 4 l. azul -blanca	$ 67.294,50	
300501	Piscinas base caucho clorado x 1 l. azul,celeste	$ 23.631,15	
300502	Piscinas base caucho clorado x 10 l azul,celeste	$ 183.502,04	
300503	Piscinas base caucho clorado x 20 l azul,celeste	$ 353.976,47	
300500	Piscinas base caucho clorado x 4 l. azul,celeste	$ 82.686,71	
300510	Piscinas diluyente x 1 l.	$ 14.491,68	
300511	Piscinas diluyente x 4 l.	$ 44.138,53	
170127	PISTOLA P/MANGUERA M/ESMALTE - META	$ 2.798,42	
170126	PISTOLA P/MANGUERA PLASTICA	$ 1.318,62	
17660	PITON A-C-E c/t 16 x 35 bdos. x 200	$ 1.937,12	
17663	PITON A-C-E c/t 19 x 50 bdos. x 100	$ 9.844,36	
17640	PITON A-C-E s/t 14 x 20 galv. x 300	$ 965,94	
17664	PITON A-C-E s/t 16 x 30 bdos. x 200	$ 877,70	
17632	PITON A-C-E s/t 17 x 35 galv. x 200	$ 742,44	
17716	PITON A-C-E s/t 19 x 50 galv. x 100	$ 796,75	
17634	PITON A-C-E s/t 20 x 60 galv. x 100	$ 956,19	
17635	PITON A-C-E s/t 21 x 70 galv. x 100	$ 1.163,67	
17638	PITON A-C-E s/t 21 x 80 galv. x 100	$ 1.270,55	
17636	PITON A-C-E s/t 22 x 80 galv. x 100	$ 1.324,34	
17554	PITON ANCLAJE ABIERTO c/t N° 5 x 100	$ 10.669,07	
17555	PITON ANCLAJE ABIERTO c/t N° 6 x 100	$ 14.097,02	
17556	PITON ANCLAJE ABIERTO c/t N° 8 x 100	$ 20.155,88	
17557	PITON ANCLAJE ABIERTO c/t N°10 x 100	$ 29.550,22	
17566	PITON ANCLAJE ABIERTO s/t N° 5 x 100	$ 7.045,20	
17567	PITON ANCLAJE ABIERTO s/t N° 6 x 100	$ 8.773,47	
17568	PITON ANCLAJE ABIERTO s/t N° 8 x 100	$ 17.855,19	
17569	PITON ANCLAJE ABIERTO s/t N°10 x 100	$ 25.869,11	
17550	PITON ANCLAJE CERRADO c/t N° 5 x 100	$ 10.669,07	
17551	PITON ANCLAJE CERRADO c/t N° 6 x 100	$ 14.097,02	
17552	PITON ANCLAJE CERRADO c/t N° 8 x 100	$ 20.155,88	
17553	PITON ANCLAJE CERRADO c/t N°10 x 100	$ 29.550,22	
17562	PITON ANCLAJE CERRADO s/t N° 5 x 100	$ 7.045,20	
17563	PITON ANCLAJE CERRADO s/t N° 6 x 100	$ 8.773,47	
17564	PITON ANCLAJE CERRADO s/t N° 8 x 100	$ 17.855,19	
17565	PITON ANCLAJE CERRADO s/t N°10 x 100	$ 25.869,11	
17558	PITON ANCLAJE ESCUADRA c/t N° 5 x 100	$ 10.669,07	
17559	PITON ANCLAJE ESCUADRA c/t N° 6 x 100	$ 14.097,02	
17560	PITON ANCLAJE ESCUADRA c/t N° 8 x 100	$ 20.155,88	
17561	PITON ANCLAJE ESCUADRA c/t N°10 x 100	$ 29.550,22	
17570	PITON ANCLAJE ESCUADRA s/t N° 5 x 100	$ 7.045,20	
17571	PITON ANCLAJE ESCUADRA s/t N° 6 x 100	$ 8.773,47	
17572	PITON ANCLAJE ESCUADRA s/t N° 8 x 100	$ 17.855,19	
17573	PITON ANCLAJE ESCUADRA s/t N°10 x 100	$ 25.869,11	
17651	PLOMADA ALBAÑIL  200gr  Braco	$ 4.659,14	
17652	PLOMADA ALBAÑIL  300gr  Braco	$ 5.699,09	
17653	PLOMADA ALBAÑIL  400gr  Braco	$ 6.585,12	
17654	PLOMADA ALBAÑIL  500gr  Braco	$ 7.508,70	
17655	PLOMADA ALBAÑIL  700gr  Braco	$ 10.694,27	
480210	PLOMADA ALBAÑIL 1000 gr Braco	$ 15.616,22	
500250	POLISH p/auto x 500 cc.	$ 7.436,89	
400114	PORTARROLLO DE BAÑO pack x 1 unidad ( 7013)	$ 2.988,81	
400117	PORTARROLLO DE COCINA pack x 1 unidad ( 8100)	$ 2.792,20	
400112	PORTAVASO Y CEPILLO DE DIENTES pack x 1 unidad	$ 2.708,56	
17911	Precinto Nylon 3,6 x 300 negro x 100 u	$ 5.490,28	
17912	Precinto Nylon 4,8 x 380 negro x 100 u	$ 8.187,84	
17913	Precinto Nylon 7,6 x 300 negro x 100 u	$ 14.984,82	
17762	PRESERVADOR P/ MADERA x   1 lt listo p/usar	$ 12.819,42	
17761	PRESERVADOR P/ MADERA x   4 lt listo p/usar	$ 44.585,40	
17760	PRESERVADOR P/ MADERA x 20 lt listo p/usar	$ 179.456,95	
500415	PROTEC pint.p/sub.al agua x 1 Lt.	$ 11.316,64	
11107	PULVERIZADOR MULTIUSO x 1 lts	$ 9.752,36	
11105	PULVERIZADOR MULTIUSO x 2 lts	$ 16.092,80	
11106	PULVERIZADOR MULTIUSO x 5 lts	$ 46.443,91	
11101	"PULVERIZADOR MULTIUSO x 750 CC "" Make"""	$ 223,73	
11108	PULVERIZADOR MULTIUSO x 8 lts	$ 36.996,39	
4556	PUNTA HEXAG. N° 30	$ 5.300,51	
4557	PUNTA HEXAG. N° 35	$ 6.023,75	
2453	PURPURINA PLATA x 15 gr. aprox.	$ 145,80	
9982	RASTRILLOS de 12 dientes	$ 8.976,23	
9983	RASTRILLOS de 14 dientes	$ 9.644,24	
9984	RASTRILLOS de 16 dientes	$ 10.210,84	
9985	RASTRILLOS de 18 dientes	$ 10.576,35	
3476	RATICIDA EN BLOCK parafinado x 1kg. RATISADA Aprox 320u	$ 43.223,00	
3477	"RATICIDA x 50 gr.  c/u. ( cereal) ""RATISADA"""	$ 507,76	
600001	REGULADOR DE GAS C/MANGUERA x 10 Kg	$ 8.438,77	
11109	"REJILLA AUTO PESADA "" Make"""	$ 2.133,05	
11103	"REJILLA DE COCINA "" Make"" doble"	$ 666,64	
700136	"REJILLA DE COCINA "" Make"" simple"	$ 432,87	
17903	REMACHADORA económica acero 3,5 a 5	$ 15.814,45	
110001	REMACHES 3,5 x  6 caja x 1000	$ 5.641,98	
110008	REMACHES 4 x  8 caja x 1000	$ 7.149,78	
110014	REMACHES 4,8 x  8 caja x 500	$ 5.863,17	
110024	REMACHES 6 x 10 caja x 500	$ 10.900,16	
110025	REMACHES 6 x 12 caja x 500	$ 11.314,99	
110026	REMACHES 6 x 14 caja x 500	$ 12.022,79	
110028	REMACHES 6 x 20 caja x 500	$ 14.442,47	
110029	REMACHES 6 x 24 caja x 500	$ 15.458,07	
2536	REMOVEDOR GEL  x 4 lt. PRO	$ 66.613,64	
2534	REMOVEDOR GEL  x 900 cc. PRO	$ 17.320,23	
2530	REMOVEDOR GEL x  250 cc. PRO	$ 7.300,13	
2535	REMOVEDOR GEL x  500 cc. PRO	$ 10.658,18	
400126	REPUESTO BARRAL TOALLERO	$ 3.859,99	
2554	RESINA PAQ. x 1 kgr.	$ 6.633,09	
2551	RESINA PAQ. x 200 gr.	$ 1.538,40	
2552	RESINA PAQ. x 400 gr.	$ 2.837,05	
2553	RESINA x Kg.	$ 6.205,29	
12289	RETEN A RODILLO BRONCEADO	$ 630,52	
12288	RETEN A RODILLO ZINCADO	$ 516,61	
500244	"REVICAUCHO x 500 cm. ""JARAMA"""	$ 3.290,72	
18008	ROCIADOR GIRATORIO APOYAR de 2 dir	$ 7.100,61	
18009	ROCIADOR GIRATORIO APOYAR de 3 dir	$ 12.086,16	
18003	ROCIADOR JARDIN Nº2 ENTERR.ASPER.PL	$ 9.089,32	
18005	ROCIADOR JARDIN Nº5 ENTER.ASPER.MET	$ 38.701,06	
9012	RODILLOS ANTIGOTA x 22 cm.	$ 4.874,40	
9003	RODILLOS LANA x 22 cms. Nueva Generacion	$ 7.548,12	
9006	RODILLOS POLIESTER C/TUBO x 22 cm.	$ 3.387,88	
9004	RODILLOS POLIESTER FORRADO 22 cm.	$ 3.897,23	
9026	RODILLOS SIMIL LANA x 22 cm.	$ 4.244,50	
18031	ROLDANA 25 mm. Braco	$ 1.753,29	
18032	ROLDANA 32 mm. Braco	$ 1.828,37	
18033	ROLDANA 38 mm. Braco	$ 2.346,48	
18034	ROLDANA 50 mm. Braco	$ 3.121,74	
700311	SACAHOJA PLAST s/CABO	$ 3.098,05	
2752	SAL SIN YODO bolsa x 50 Kg.	$ 15.189,28	
2751	SAL SIN YODO PAQ. x 1 Kg.	$ 1.087,81	
2753	SAL SIN YODO x 5 kg.	$ 3.075,19	
9024	SAPITOS P/RIEGO c/u	$ 595,16	
9996	SECADOR DE PISO PLASTICO D/BANDA 40cm	$ 805,84	
9991	SECADOR DE PISO REF. x 26 cm.negro	$ 2.215,63	
9990	SECADOR DE PISO REF. x 40 cm.negro	$ 2.472,13	
9994	SECADOR DE PISO REF. x 50 cm.negro	$ 3.153,19	
2731	SELLADOR ADHESIVO FORTEX x  50gr	$ 3.785,86	
300720	SELLADOR P/MADERA nitrocelulosico x 1 lt	$ 24.508,59	
300721	SELLADOR P/MADERA nitrocelulosico x 4 lt	$ 90.033,35	
1882	"SELLADOR PARA ROSCA x 120 de polipr "" Valinco"""	$ 489,49	
1881	SELLADOR PARA ROSCA x 50 cc R30 Fortex	$ 2.072,46	
18071	SERRUCHO M.MAD. 35 cm	$ 10.781,51	
18062	"SERRUCHO PODAR 14"" económico"	$ 14.189,45	
400116	SET DE BAÑO ( 7032)	$ 16.941,52	
180127	SIERRA DIENTE WIDIA  4 1/2 x 16/22 24 d. Braco	$ 7.063,81	
180128	SIERRA DIENTE WIDIA  4 1/2 x 16/22 x 40 d. Braco	$ 8.023,05	
180121	SIERRA DIENTE WIDIA  7 1/4 x 16/22 x 24 d Braco	$ 10.709,28	
180122	SIERRA DIENTE WIDIA  7 1/4 x 16/22 x 40 d. Braco	$ 14.557,50	
180124	SIERRA DIENTE WIDIA 10 x 25,4 x 36 d.	$ 28.118,21	
180129	SIERRA DIENTE WIDIA 10 x 25,4 x 60 d.	$ 40.329,23	
1110197	SIKA 1 HIDROFUGO x 1 kg.Doy Pack ( caja x 12 unida	$ 1.897,48	
1110122	SIKA 1 HIDROFUGO x 20 kg.Caja	$ 22.427,03	
1130802	SIKA LATEX  bidones x 2 kg. ( ligante)	$ 33.351,41	
1130805	SIKA LATEX  bidones x 5 kg. ( ligante)	$ 82.141,41	
1130820	SIKA LATEX  x 20 l.	$ 347.995,98	
10173598	SIKACIM LIGANTE x 1 lt	$ 6.905,01	
10173629	SIKACIM LIGANTE x 4 lt	$ 25.011,32	
500245	"SILICONA LIQUIDA x 125 cc ""JARAMA"""	$ 2.232,83	
500246	"SILICONA PERF. EN AEROSOL x 440 cc ""JARAMA"""	$ 3.863,58	
2651	SODA CRISTAL PAQ. x 400 gr.	$ 1.158,75	
2652	SODA CRISTAL PAQ. x 800 gr.	$ 1.854,00	
2653	SODA CRISTAL x Kg.	$ 1.223,13	
351	SOGA (HILADO FV) BLANCO x 1 mt.FINO	$ 193,91	
354	SOGA (HILADO FV) BLANCO x Kg. FINO(	$ 1.465,13	
353	SOGA (HILADO FV) BLANCO x mt. FINO(	$ 183,14	
8033	SOGA ALGODON Nº 10 el kg.	$ 20.688,68	
8034	SOGA ALGODON Nº 12 el kg.	$ 21.297,17	
8035	SOGA ALGODON Nº 14 el kg.	$ 21.297,17	
8030	SOGA ALGODON Nº 4 el kg.	$ 21.297,17	
8031	SOGA ALGODON Nº 6 el kg.	$ 21.297,17	
8032	SOGA ALGODON Nº 8 el kg.	$ 21.297,17	
7608	SOGA MULT.TRENZ.Nº  2mm.el mt. ( 1k = 335 mts apro	$ 61,79	
7609	SOGA MULT.TRENZ.Nº  3mm.el mt. ( 1k = 170 mts apro	$ 88,62	
7610	SOGA MULT.TRENZ.Nº  4mm.el mt. ( 1k = 135 mts apro	$ 99,15	
7619	SOGA MULT.TRENZ.Nº  5mm.el mt. 1kg =  90 mts aprox	$ 136,77	
7611	SOGA MULT.TRENZ.Nº  6mm.el mt. 1kg =  60 mts aprox	$ 205,16	
7612	SOGA MULT.TRENZ.Nº  8mm.el mt. 1kg =  37 mts aprox	$ 332,86	
7613	SOGA MULT.TRENZ.Nº 10mm.el mt. ( 1k = 25 mts aprox	$ 492,69	
7614	SOGA MULT.TRENZ.Nº 12mm.el mt. ( 1k = 18 mts aprox	$ 684,65	
7615	SOGA MULT.TRENZ.Nº 14mm.el mt. ( 1k = 12 mts aprox	$ 1.026,58	
7616	SOGA MULT.TRENZ.Nº 16mm.el mt. ( 1k =  9 mts aprox	$ 1.368,50	
7617	SOGA MULT.TRENZ.Nº 18mm.el mt. ( 1k = 6 mts aprox)	$ 2.053,15	
7618	SOGA MULT.TRENZ.Nº 20mm.el mt. ( 1k= 5 mts aprox)	$ 2.463,45	
7511	SOGA PLAST. RET.Nº  3mm. x Kg.	$ 16.345,09	
7512	SOGA PLAST. RET.Nº  4mm. x Kg.	$ 16.345,09	
7513	SOGA PLAST. RET.Nº  5mm. x Kg.	$ 16.345,09	
7514	SOGA PLAST. RET.Nº  6mm. x Kg.	$ 16.345,09	
7515	SOGA PLAST. RET.Nº  7mm. x Kg.	$ 16.345,09	
7516	SOGA PLAST. RET.Nº  8mm. x Kg.	$ 16.345,09	
7517	SOGA PLAST. RET.Nº 10mm. x Kg.	$ 16.345,09	
7518	SOGA PLAST. RET.Nº 12mm. x Kg.	$ 16.345,09	
7551	SOGA PLAST. REV.Nº  4mm. el metro	$ 237,38	
7552	SOGA PLAST. REV.Nº  5mm. el metro	$ 339,13	
7553	SOGA PLAST. REV.Nº  6mm. el metro	$ 478,81	
7554	SOGA PLAST. REV.Nº  8mm. el metro	$ 810,64	
8038	SOGA SISAL  5 mm. el Kg.	$ 29.831,86	
8040	SOGA SISAL  6 mm. el Kg. ( 1Kg =46 mt aprox)	$ 28.927,87	
8041	SOGA SISAL  8 mm. el Kg. ( 1Kg =30 mt aprox)	$ 28.927,87	
8042	SOGA SISAL 10 mm. el Kg.	$ 28.927,87	
8039	SOGA SISAL 12 mm. el Kg.	$ 28.927,87	
8043	SOGA SISAL 14 mm. el Kg.	$ 28.927,87	
8044	SOGA SISAL 16 mm. el Kg.	$ 28.927,87	
8045	SOGA SISAL 18 mm. el Kg.	$ 28.927,87	
8046	SOGA SISAL 20 mm. el Kg.	$ 28.927,87	
102	SOLUCION ACIDA x 5 Lts.	$ 2.832,76	
101	SOLUCION ACIDA x 900 cc	$ 888,63	
3005	SOLUCION FUNDENTE a granel	$ 979,38	
3001	SOLUCION FUNDENTE ENV. x  110 cc.	$ 489,67	
3002	SOLUCION FUNDENTE ENV. x  200 cc.	$ 587,63	
3003	SOLUCION FUNDENTE ENV. x  500 cc.	$ 881,45	
3004	SOLUCION FUNDENTE ENV. x 1000 cc.	$ 1.469,05	
3052	SOLVENTE A GRANEL x Lt. S/E	$ 3.225,65	
3054	SOLVENTE ENV. x 500 cc.	$ 2.227,60	
3051	SOLVENTE ENV. x 950 cc.	$ 4.106,21	
3053	SOLVENTE x TAMBOR 200 Lts.	$ 3.133,49	
600022	SOPAPA DE PVC 40	$ 448,39	
600023	SOPAPA DE PVC 50	$ 513,04	
600004	SOPLETE P/MEMBRANA A 5000 p/ 10 kg techista	$ 16.825,22	
600010	SOPLETE P/MEMBRANA A 5000 p/ 3 kg   techista	$ 16.825,22	
600007	SOPLETE PLOMERO A 2200 p/   3 kg. Curvo	$ 14.495,40	
600006	SOPLETE PLOMERO A 2200 p/ 10 kg. Curvo	$ 14.495,40	
600009	SOPLETE ZINGUERO A 2200 p/   3 Kg. c/martillo	$ 25.683,49	
600008	SOPLETE ZINGUERO A 2200 p/ 10 Kg.  c/martillo	$ 25.683,49	
4091	SOPORTE ABIERTO CAÑO DE 1/2 SOLDADO	$ 530,88	
